Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
26,Sat Mar 16 2024,15:30,WET/+0000,FC Famalicão,0-0,0-0,Estrela Amadora,2024-03-16T15:30Z
26,Sat Mar 16 2024,18:00,WET/+0000,SC Farense,1-1,1-0,Rio Ave FC,2024-03-16T18:00Z
26,Sat Mar 16 2024,18:00,WET/+0000,Sporting Braga,2-1,1-0,Gil Vicente,2024-03-16T18:00Z
26,Sun Mar 17 2024,20:30,WET/+0000,Sporting CP,6-1,1-1,Boavista,2024-03-17T20:30Z
26,Sun Mar 17 2024,15:30,WET/+0000,Moreirense FC,1-0,1-0,FC Arouca,2024-03-17T15:30Z
26,Sun Mar 17 2024,15:30,WET/+0000,GD Chaves,1-2,1-1,Vitória Guimarães,2024-03-17T15:30Z
26,Sun Mar 17 2024,18:00,WET/+0000,Casa Pia AC,0-1,0-0,SL Benfica,2024-03-17T18:00Z
27,Fri Mar 29 2024,15:30,WET/+0000,Gil Vicente,1-2,0-1,FC Famalicão,2024-03-29T15:30Z
27,Fri Mar 29 2024,18:00,WET/+0000,SL Benfica,1-0,0-0,GD Chaves,2024-03-29T18:00Z
27,Fri Mar 29 2024,20:30,WET/+0000,Estrela Amadora,1-2,1-2,Sporting CP,2024-03-29T20:30Z
27,Sat Mar 30 2024,15:30,WET/+0000,Vitória Guimarães,1-0,0-0,Moreirense FC,2024-03-30T15:30Z
27,Sat Mar 30 2024,15:30,WET/+0000,FC Arouca,2-1,1-0,SC Farense,2024-03-30T15:30Z
27,Sat Mar 30 2024,20:30,WET/+0000,GD Estoril,1-0,0-0,FC Porto,2024-03-30T20:30Z
27,Sat Mar 30 2024,18:00,WET/+0000,Boavista,0-0,0-0,Rio Ave FC,2024-03-30T18:00Z
27,Sun Mar 31 2024,18:00,WEST/+0100,FC Vizela,0-4,0-1,Casa Pia AC,2024-03-31T17:00Z
27,Mon Apr 1 2024,20:15,WEST/+0100,Portimonense SC,3-5,1-2,Sporting Braga,2024-04-01T19:15Z
28,Fri Apr 5 2024,20:15,WEST/+0100,SC Farense,2-0,2-0,Boavista,2024-04-05T19:15Z
28,Sat Apr 6 2024,20:30,WEST/+0100,Sporting CP,2-1,1-1,SL Benfica,2024-04-06T19:30Z
28,Sat Apr 6 2024,15:30,WEST/+0100,FC Famalicão,3-2,2-0,FC Vizela,2024-04-06T14:30Z
28,Sat Apr 6 2024,15:30,WEST/+0100,Rio Ave FC,3-0,2-0,Gil Vicente,2024-04-06T14:30Z
28,Sat Apr 6 2024,18:00,WEST/+0100,Sporting Braga,0-3,0-2,FC Arouca,2024-04-06T17:00Z
28,Sun Apr 7 2024,15:30,WEST/+0100,GD Chaves,2-3,1-0,Portimonense SC,2024-04-07T14:30Z
28,Sun Apr 7 2024,18:00,WEST/+0100,Moreirense FC,2-2,2-0,Estrela Amadora,2024-04-07T17:00Z
28,Sun Apr 7 2024,20:30,WEST/+0100,FC Porto,1-2,1-2,Vitória Guimarães,2024-04-07T19:30Z
28,Mon Apr 8 2024,20:15,WEST/+0100,Casa Pia AC,0-0,0-0,GD Estoril,2024-04-08T19:15Z
29,Fri Apr 12 2024,20:15,WEST/+0100,Gil Vicente,0-4,0-4,Sporting CP,2024-04-12T19:15Z
29,Sat Apr 13 2024,15:30,WEST/+0100,Vitória Guimarães,1-1,0-1,SC Farense,2024-04-13T14:30Z
29,Sat Apr 13 2024,18:00,WEST/+0100,FC Porto,2-2,1-2,FC Famalicão,2024-04-13T17:00Z
29,Sat Apr 13 2024,20:30,WEST/+0100,GD Estoril,0-1,0-0,Sporting Braga,2024-04-13T19:30Z
29,Sun Apr 14 2024,15:30,WEST/+0100,Estrela Amadora,2-2,1-1,Rio Ave FC,2024-04-14T14:30Z
29,Sun Apr 14 2024,18:00,WEST/+0100,Portimonense SC,2-2,2-1,Casa Pia AC,2024-04-14T17:00Z
29,Sun Apr 14 2024,18:00,WEST/+0100,FC Arouca,2-1,2-0,Boavista,2024-04-14T17:00Z
29,Sun Apr 14 2024,20:30,WEST/+0100,SL Benfica,3-0,2-0,Moreirense FC,2024-04-14T19:30Z
29,Mon Apr 15 2024,20:15,WEST/+0100,FC Vizela,0-1,0-1,GD Chaves,2024-04-15T19:15Z
20,Tue Apr 16 2024,20:15,WEST/+0100,FC Famalicão,0-1,0-1,Sporting CP,2024-04-16T19:15Z
30,Fri Apr 19 2024,20:15,WEST/+0100,Rio Ave FC,1-1,1-0,FC Arouca,2024-04-19T19:15Z
30,Sat Apr 20 2024,18:00,WEST/+0100,Boavista,1-1,0-0,Estrela Amadora,2024-04-20T17:00Z
30,Sat Apr 20 2024,20:30,WEST/+0100,Sporting Braga,2-1,0-0,FC Vizela,2024-04-20T19:30Z
30,Sat Apr 20 2024,15:30,WEST/+0100,Moreirense FC,0-1,0-1,Gil Vicente,2024-04-20T14:30Z
30,Sun Apr 21 2024,15:30,WEST/+0100,GD Chaves,2-2,1-0,GD Estoril,2024-04-21T14:30Z
30,Sun Apr 21 2024,18:00,WEST/+0100,Casa Pia AC,1-2,1-1,FC Porto,2024-04-21T17:00Z
30,Sun Apr 21 2024,20:30,WEST/+0100,Sporting CP,3-0,2-0,Vitória Guimarães,2024-04-21T19:30Z
30,Sun Apr 21 2024,15:30,WEST/+0100,FC Famalicão,2-2,0-1,Portimonense SC,2024-04-21T14:30Z
30,Mon Apr 22 2024,20:15,WEST/+0100,SC Farense,1-3,1-2,SL Benfica,2024-04-22T19:15Z
31,Fri Apr 26 2024,20:15,WEST/+0100,Gil Vicente,2-2,0-0,FC Arouca,2024-04-26T19:15Z
31,Sat Apr 27 2024,15:30,WEST/+0100,Casa Pia AC,3-1,1-0,GD Chaves,2024-04-27T14:30Z
31,Sat Apr 27 2024,15:30,WEST/+0100,FC Vizela,1-1,1-1,Rio Ave FC,2024-04-27T14:30Z
31,Sat Apr 27 2024,18:00,WEST/+0100,SL Benfica,3-1,0-1,Sporting Braga,2024-04-27T17:00Z
31,Sat Apr 27 2024,20:30,WEST/+0100,Vitória Guimarães,1-0,1-0,Boavista,2024-04-27T19:30Z
31,Sun Apr 28 2024,18:00,WEST/+0100,GD Estoril,1-0,1-0,FC Famalicão,2024-04-28T17:00Z
31,Sun Apr 28 2024,20:30,WEST/+0100,FC Porto,2-2,2-0,Sporting CP,2024-04-28T19:30Z
31,Sun Apr 28 2024,15:30,WEST/+0100,Portimonense SC,0-2,0-0,Moreirense FC,2024-04-28T14:30Z
31,Mon Apr 29 2024,20:15,WEST/+0100,Estrela Amadora,0-3,0-1,SC Farense,2024-04-29T19:15Z
32,Fri May 3 2024,20:15,WEST/+0100,Moreirense FC,1-0,1-0,FC Vizela,2024-05-03T19:15Z
32,Sat May 4 2024,15:30,WEST/+0100,Rio Ave FC,2-1,1-0,Vitória Guimarães,2024-05-04T14:30Z
32,Sat May 4 2024,18:00,WEST/+0100,Sporting CP,3-0,1-0,Portimonense SC,2024-05-04T17:00Z
32,Sat May 4 2024,20:30,WEST/+0100,GD Chaves,0-3,0-2,FC Porto,2024-05-04T19:30Z
32,Sat May 4 2024,15:30,WEST/+0100,Boavista,1-1,1-1,Gil Vicente,2024-05-04T14:30Z
32,Sun May 5 2024,18:00,WEST/+0100,FC Arouca,0-0,0-0,Estrela Amadora,2024-05-05T17:00Z
32,Sun May 5 2024,18:00,WEST/+0100,Sporting Braga,4-3,1-1,Casa Pia AC,2024-05-05T17:00Z
32,Sun May 5 2024,20:30,WEST/+0100,FC Famalicão,2-0,0-0,SL Benfica,2024-05-05T19:30Z
32,Sun May 5 2024,15:30,WEST/+0100,SC Farense,3-2,2-1,GD Estoril,2024-05-05T14:30Z
33,Fri May 10 2024,20:15,WEST/+0100,GD Chaves,0-1,0-1,FC Famalicão,2024-05-10T19:15Z
33,Sat May 11 2024,15:30,WEST/+0100,Portimonense SC,2-2,0-1,Rio Ave FC,2024-05-11T14:30Z
33,Sat May 11 2024,18:00,WEST/+0100,GD Estoril,0-1,0-0,Sporting CP,2024-05-11T17:00Z
33,Sat May 11 2024,20:30,WEST/+0100,Vitória Guimarães,2-3,1-1,Sporting Braga,2024-05-11T19:30Z
33,Sat May 11 2024,15:30,WEST/+0100,FC Vizela,4-0,1-0,Estrela Amadora,2024-05-11T14:30Z
33,Sun May 12 2024,18:00,WEST/+0100,SL Benfica,5-0,3-0,FC Arouca,2024-05-12T17:00Z
33,Sun May 12 2024,18:00,WEST/+0100,Casa Pia AC,0-1,0-1,Moreirense FC,2024-05-12T17:00Z
33,Sun May 12 2024,20:30,WEST/+0100,FC Porto,2-1,0-0,Boavista,2024-05-12T19:30Z
33,Sun May 12 2024,15:30,WEST/+0100,Gil Vicente,2-0,2-0,SC Farense,2024-05-12T14:30Z
34,Fri May 17 2024,18:45,WEST/+0100,FC Famalicão,1-2,1-1,Casa Pia AC,2024-05-17T17:45Z
34,Fri May 17 2024,20:45,WEST/+0100,Rio Ave FC,1-1,0-1,SL Benfica,2024-05-17T19:45Z
34,Sat May 18 2024,15:30,WEST/+0100,Estrela Amadora,1-0,1-0,Gil Vicente,2024-05-18T14:30Z
34,Sat May 18 2024,15:30,WEST/+0100,FC Arouca,1-3,1-0,Vitória Guimarães,2024-05-18T14:30Z
34,Sat May 18 2024,15:30,WEST/+0100,SC Farense,1-3,0-2,Portimonense SC,2024-05-18T14:30Z
34,Sat May 18 2024,18:00,WEST/+0100,Moreirense FC,2-1,1-0,GD Estoril,2024-05-18T17:00Z
34,Sat May 18 2024,18:00,WEST/+0100,Sporting CP,3-0,2-0,GD Chaves,2024-05-18T17:00Z
34,Sat May 18 2024,20:30,WEST/+0100,Sporting Braga,0-1,0-0,FC Porto,2024-05-18T19:30Z
34,Sat May 18 2024,15:30,WEST/+0100,Boavista,2-2,0-1,FC Vizela,2024-05-18T14:30Z
